scene_file,logical_name,width,height,mips,faces,format,texel_usage,pixel_data_size,binary,embedded
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_143:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.2d365b75dc54bba0.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_29:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_17:light_ceilinga_round_low_linelightvisibility,16,16,2,1,BC4_UNORM,LINEAR,160,light_ceilinga_round_low_linelightvisibility.bbb5c16588a49e77.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_29:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.2ecec2b6370d05ce.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_45:light_ceilinga_round_low,16,16,2,2,BC6H_UF16,LINEAR,640,light_ceilinga_round_low.8ebe64bddb17a1e1.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_75:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.f89412c97af07587.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_28:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.2ecec2b6370d05ce.tld,True
level.SCNE,%databuild_art_root%/asset_library/electrical_switch_double/texture/eletrical_switch_double_basecolor.png,1024,1024,11,1,BC1_UNORM,,699064,eletrical_switch_double_basecolor.bff41f20f099deed.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_150:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.05d6ff35f29f2407.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_56:light_ceilinga_round_low_linelightvisibility,16,16,2,1,BC4_UNORM,LINEAR,160,light_ceilinga_round_low_linelightvisibility.bbb5c16588a49e77.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_163:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.c0fe59e2f31e0b6c.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_railing_11:clutchtime_balcony_railing_low,104,104,2,2,BC6H_UF16,LINEAR,27040,clutchtime_balcony_railing_low.d0c794a1d3317c2a.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_9:lighting_suspendedtrack_metalb_low_linelightvisibility,120,120,2,1,BC4_UNORM,LINEAR,9000,lighting_suspendedtrack_metalb_low_linelightvisibility.4294ff82d381bc41.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_2:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.dbfa43f0a07fc119.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stair_4step_2:clutchtime_stair_4step_low,88,88,2,2,BC6H_UF16,LINEAR,19360,clutchtime_stair_4step_low.05c49466a0dee694.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_113:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.d9924ac3d0638ab5.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_43:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_c_5:clutchtime_ceilingpanellight_c_low,1168,1168,2,2,BC6H_UF16,LINEAR,3410560,clutchtime_ceilingpanellight_c_low.573393933b65aa6d.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@electrical_outlet_industrial_0:electircal_outlet_industrial,32,32,2,2,BC6H_UF16,LINEAR,2560,electircal_outlet_industrial.cd787f214f57d58f.tld,True
level.SCNE,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dorna_9:clutchtime_court_dorna_low_linelightvisibility,352,352,2,1,BC4_UNORM,LINEAR,77440,clutchtime_court_dorna_low_linelightvisibility.b98d55f9e3b002c0.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_36:lighting_suspendedtrack_metalb_low,120,120,2,2,BC6H_UF16,LINEAR,36000,lighting_suspendedtrack_metalb_low.fe75a3ccb6b49eb3.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_b_2:clutchtime_ceilingpanellight_b_low_linelightvisibility,1272,1272,2,1,BC4_UNORM,LINEAR,1011240,clutchtime_ceilingpanellight_b_low_linelightvisibility.670587e2458e6b68.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_66:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.010c919494f21a74.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_76:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_105:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_railing_3:clutchtime_balcony_railing_low_linelightvisibility,104,104,2,1,BC4_UNORM,LINEAR,6760,clutchtime_balcony_railing_low_linelightvisibility.415df97535cc75a1.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_101:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.1785c564f07f2179.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stair_3step_13:clutchtime_stair_3step_low,80,80,2,2,BC6H_UF16,LINEAR,16000,clutchtime_stair_3step_low.790508cdce7acf36.tld,True
level.SCNE,%databuild_art_root%/asset_library/box_electrical_commerciala/texture/box_electrical_commerciala_mat_m.png,1024,1024,11,1,BC1_UNORM,LINEAR,699064,box_electrical_commerciala_mat_m.39f7681366cc076f.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stair_3step_12:clutchtime_stair_3step_low,80,80,2,2,BC6H_UF16,LINEAR,16000,clutchtime_stair_3step_low.1338f51bc083de03.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@clutchtimecurtainstunnels1@Prototype_arena_curtains_prototype_2@curtain100x20_arena_straight300c_1:curtain100x20_arena_straight300c,56,56,2,2,BC6H_UF16,LINEAR,7840,curtain100x20_arena_straight300c.04543659cd3928d7.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_d_3:clutchtime_ceilingpanel_d_low_linelightvisibility,768,768,2,1,BC4_UNORM,LINEAR,368640,clutchtime_ceilingpanel_d_low_linelightvisibility.33ba47bcda8ec47f.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_130:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@scorecube@clutchtime_scorecube_spiral:clutchtime_scorecube_spiral_low_linelightvisibility,1224,1224,2,1,BC4_UNORM,LINEAR,936360,clutchtime_scorecube_spiral_low_linelightvisibility.1b91d909879db205.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_a_3:clutchtime_ceilingpanel_a_low_linelightvisibility,776,776,2,1,BC4_UNORM,LINEAR,376360,clutchtime_ceilingpanel_a_low_linelightvisibility.986325f0b2280183.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_125:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.e35ebd26fbe9d23e.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_18:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.3be8e5ea2552d545.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_0:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.76f3cdbc7d83578e.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_b_3:clutchtime_ceilingpanellight_b_low_linelightvisibility,1272,1272,2,1,BC4_UNORM,LINEAR,1011240,clutchtime_ceilingpanellight_b_low_linelightvisibility.670587e2458e6b68.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_61:light_ceilinga_round_low_linelightvisibility,16,16,2,1,BC4_UNORM,LINEAR,160,light_ceilinga_round_low_linelightvisibility.bbb5c16588a49e77.tld,True
level.SCNE,pillibl_2Depth.d80ab9cb,128,128,1,6,BC6H_UF16,LINEAR,98304,pillibl_2depth.3b14326cbc0cb72b.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stair_3step_10:clutchtime_stair_3step_low,80,80,2,2,BC6H_UF16,LINEAR,16000,clutchtime_stair_3step_low.aef4383b9d1c25ff.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_127:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.c549aef45d89241c.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_b_0:clutchtime_ceilingpanellight_b_low,1272,1272,2,2,BC6H_UF16,LINEAR,4044960,clutchtime_ceilingpanellight_b_low.50fd7b40d0ebbef7.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_112:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.e2c304763848b354.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_20:light_ceilinga_round_low_linelightvisibility,16,16,2,1,BC4_UNORM,LINEAR,160,light_ceilinga_round_low_linelightvisibility.bbb5c16588a49e77.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_9:clutchtime_balcony_b_low_linelightvisibility,584,584,2,1,BC4_UNORM,LINEAR,213160,clutchtime_balcony_b_low_linelightvisibility.a9e3bd16c6faf7de.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_126:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.8fa1b96ede43d88c.tld,True
level.SCNE,%databuild_art_root%/asset_library/_generic_textures/curtain100x20_arena_straight200a_n.png,1024,1024,11,1,BC7_UNORM,NORMAL,1398128,curtain100x20_arena_straight200a_n.de94acda27cb2901.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_30:light_ceilinga_round_low,16,16,2,2,BC6H_UF16,LINEAR,640,light_ceilinga_round_low.fab269654d4c501d.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_8:lighting_suspendedtrack_metalb_low_linelightvisibility,120,120,2,1,BC4_UNORM,LINEAR,9000,lighting_suspendedtrack_metalb_low_linelightvisibility.4294ff82d381bc41.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stair_3step_11:clutchtime_stair_3step_low,80,80,2,2,BC6H_UF16,LINEAR,16000,clutchtime_stair_3step_low.019b41ddc845ffbf.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_30:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stair_3step_14:clutchtime_stair_3step_low,80,80,2,2,BC6H_UF16,LINEAR,16000,clutchtime_stair_3step_low.caa9cfd37940b4a9.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stair_3step_15:clutchtime_stair_3step_low,80,80,2,2,BC6H_UF16,LINEAR,16000,clutchtime_stair_3step_low.dc9e0ea011a27518.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_97:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_32:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.d95d614b9d144452.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@electical_outlet_common_aluminum:eletrical_oulet_common_linelightvisibility,8,8,2,1,BC4_UNORM,LINEAR,40,eletrical_oulet_common_linelightvisibility.db2b52e90fa51341.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_134:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.23bc47080c2959dd.tld,True
level.SCNE,AddOn1NormalAndRoughMap#96989270_1245,512,512,10,1,BC7_UNORM,LINEAR,349552,addon1normalandroughmap.906c54806e78a2ce.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stair_3step_17:clutchtime_stair_3step_low,80,80,2,2,BC6H_UF16,LINEAR,16000,clutchtime_stair_3step_low.156adbc580f66bfd.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_17:light_ceilinga_round_low,16,16,2,2,BC6H_UF16,LINEAR,640,light_ceilinga_round_low.d6b074c65eb2c3dd.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_127:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.6d137057fc47bda7.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stair_3step_15:clutchtime_stair_3step_low_linelightvisibility,80,80,2,1,BC4_UNORM,LINEAR,4000,clutchtime_stair_3step_low_linelightvisibility.e459a7044e5be3c6.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_42:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.ca19a0cd6594f938.tld,True
level.SCNE,%databuild_art_root%/material_library/concrete_dusty/texture/concrete_dusty_metallic.png,1,1,1,1,BC1_UNORM,LINEAR,8,concrete_dusty_metallic.eae93d8a48caf113.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stair_3step_16:clutchtime_stair_3step_low,80,80,2,2,BC6H_UF16,LINEAR,16000,clutchtime_stair_3step_low.fe9c20db6f68848d.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.2ecec2b6370d05ce.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_b:clutchtime_ceilingpanellight_b_low,1272,1272,2,2,BC6H_UF16,LINEAR,4044960,clutchtime_ceilingpanellight_b_low.ed717ffe316e2c85.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_8:light_ceilinga_round_low_linelightvisibility,16,16,2,1,BC4_UNORM,LINEAR,160,light_ceilinga_round_low_linelightvisibility.bbb5c16588a49e77.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_a_0:clutchtime_ceilingpanellight_a_low,1200,1200,2,2,BC6H_UF16,LINEAR,3600000,clutchtime_ceilingpanellight_a_low.c038f7a680e83a46.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_26:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_84:light_ceilinga_round_low_linelightvisibility,16,16,2,1,BC4_UNORM,LINEAR,160,light_ceilinga_round_low_linelightvisibility.bbb5c16588a49e77.tld,True
level.SCNE,court_pillibl_3Depth.bbbad7c7,128,128,1,6,BC6H_UF16,LINEAR,98304,court_pillibl_3depth.b89f3918ba5d785f.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_10:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.5292a106cb388aa3.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@stands@clutchtime_stands_tunnel_0:clutchtime_stands_tunnel_low,288,288,2,2,BC6H_UF16,LINEAR,207360,clutchtime_stands_tunnel_low.bfd0bd42d5e32102.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_146:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.a9e3218ef546ad76.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_175:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.9c4f9a5c30dce1d0.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_81:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.cdcced57da6d1070.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_149:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.dedde9ac16e8e75b.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_47:light_ceilinga_round_low,16,16,2,2,BC6H_UF16,LINEAR,640,light_ceilinga_round_low.7248910489b5ea1a.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_61:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.88cd9830d9ac606b.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_13:chair_arenacrowd_seatbackcushion_low_linelightvisibility,88,88,2,1,BC4_UNORM,LINEAR,4840,chair_arenacrowd_seatbackcushion_low_linelightvisibility.7e7afbe344597349.tld,True
level.SCNE,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dorna_15:clutchtime_court_dorna_low_linelightvisibility,352,352,2,1,BC4_UNORM,LINEAR,77440,clutchtime_court_dorna_low_linelightvisibility.b2e0bf0cae84d723.tld,False
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_136:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.ce551d8bcee8f48a.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_76:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.7573bd947eda0faf.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_105:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.598d0fe0d78cda4a.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_129:curtain100x20_arena_straight500c_linelightvisibility,72,72,2,1,BC4_UNORM,LINEAR,3240,curtain100x20_arena_straight500c_linelightvisibility.585a5cbf50eb0f82.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@clutchtimecurtainstunnels1@Prototype_arena_curtains_prototype_1@curtain100x20_arena_straight400c_1:curtain100x20_arena_straight400c,88,88,2,2,BC6H_UF16,LINEAR,19360,curtain100x20_arena_straight400c.bc3e384f1c16e39e.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_72:chair_arenacrowd_seatbackcushion_low,88,88,2,2,BC6H_UF16,LINEAR,19360,chair_arenacrowd_seatbackcushion_low.89234e0d7fee6206.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_79:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.c5d6bc172b64d92f.tld,True
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_139:curtain100x20_arena_straight500c,72,72,2,2,BC6H_UF16,LINEAR,12960,curtain100x20_arena_straight500c.51f24d906dd888ce.tld,True
