scene_file,material,effect,script,resource_slot,logical_texture
baskets.SCNE,basket_stanchioni2_nba:shotclock_metal_paint_charcoal_mat,asset.fx#9c34017bd32dbf98,asset.59966aac203e9684.script,AddOn1NormalMap,%databuild_art_root%/asset_library/basket_stanchion_all/texture/basket_stanchioni_nba_shotclock_n.png
baskets.SCNE,basket_stanchioni2_nba:shotclock_metal_paint_charcoal_mat,asset.fx#9c34017bd32dbf98,asset.59966aac203e9684.script,AddOn2NormalAndRoughMap,AddOn2NormalAndRoughMap#d27a071e_1439
baskets.SCNE,basket_stanchioni2_nba:shotclock_metal_paint_charcoal_mat,asset.fx#9c34017bd32dbf98,asset.59966aac203e9684.script,AddOn2Sampler,
baskets.SCNE,basket_stanchioni2_nba:shotclock_metal_paint_charcoal_mat,asset.fx#9c34017bd32dbf98,asset.59966aac203e9684.script,ConeAngleMap,%databuild_art_root%/asset_library/basket_stanchion_all/texture/basket_stanchioni_nba_shotclock_ao.png
baskets.SCNE,basket_stanchioni2_nba:shotclock_metal_paint_charcoal_mat,asset.fx#9c34017bd32dbf98,asset.59966aac203e9684.script,NormalAndRoughMap,NormalAndRoughMap#d595eca6_1763
baskets.SCNE,basket_stanchioni2_nba:6a4e4e89:padding_logo_upright_sides_mat,asset.fx#f637bd98059d2478,asset.aa8f39dcfc80b40d.script,NormalMap,%databuild_art_root%/material_library/_generic_textures/surface_variations/surface_variation_fractalsumbase_normal.png
baskets.SCNE,basket_stanchioni2_nba:6a4e4e89:padding_logo_upright_sides_mat,asset.fx#f637bd98059d2478,asset.aa8f39dcfc80b40d.script,TextureBasedNoiseMap,%databuild_art_root%/general/defaults/shader_referenced_textures/texturebasednoise/linear_pixel_noise_midtomin/linear_pixel_noise_midtomin.dds
baskets.SCNE,basket_stanchioni2_nba:rim_hinge_mat,asset.fx#3a89cbd216d35da2,asset.13e1e8015d8629ab.script,AddOn1NormalAndRoughMap,AddOn1NormalAndRoughMap#b4e8305a_1449
baskets.SCNE,basket_stanchioni2_nba:rim_hinge_mat,asset.fx#3a89cbd216d35da2,asset.13e1e8015d8629ab.script,AddOn1Sampler,
baskets.SCNE,basket_stanchioni2_nba:rim_hinge_mat,asset.fx#3a89cbd216d35da2,asset.13e1e8015d8629ab.script,NormalAndRoughMap,NormalAndRoughMap#a43999f1_1765
baskets.SCNE,basket_stanchioni2_nba:bracket_metal_paint_charcoal_mat,asset.fx#9c34017bd32dbf98,asset.59966aac203e9684.script,AddOn1NormalMap,%databuild_art_root%/asset_library/basket_stanchion_all/texture/basket_stanchioni_nba_bracket_n.png
baskets.SCNE,basket_stanchioni2_nba:bracket_metal_paint_charcoal_mat,asset.fx#9c34017bd32dbf98,asset.59966aac203e9684.script,AddOn2NormalAndRoughMap,AddOn2NormalAndRoughMap#76f5fdfc_1450
baskets.SCNE,basket_stanchioni2_nba:bracket_metal_paint_charcoal_mat,asset.fx#9c34017bd32dbf98,asset.59966aac203e9684.script,AddOn2Sampler,
baskets.SCNE,basket_stanchioni2_nba:bracket_metal_paint_charcoal_mat,asset.fx#9c34017bd32dbf98,asset.59966aac203e9684.script,ConeAngleMap,%databuild_art_root%/asset_library/basket_stanchion_all/texture/basket_stanchioni_nba_bracket_ao.png
baskets.SCNE,basket_stanchioni2_nba:bracket_metal_paint_charcoal_mat,asset.fx#9c34017bd32dbf98,asset.59966aac203e9684.script,NormalAndRoughMap,NormalAndRoughMap#10b896d9_1766
baskets.SCNE,basket_stanchioni2_nba:led_light_strips_yellow,layer_base.fx#d29cd5d7a05453bc,layer_base.1d81b63f1594f817.script,AlbedoMap,%databuild_art_root%/substance_library/graphs/led_endofquarter_bulbs/exports/led_endofquarter_bulbs_yellow_basecolor.png
baskets.SCNE,basket_stanchioni2_nba:led_light_strips_yellow,layer_base.fx#d29cd5d7a05453bc,layer_base.1d81b63f1594f817.script,EmissiveAlbedoMap,%databuild_art_root%/substance_library/graphs/led_endofquarter_bulbs/exports/led_endofquarter_bulbs_emissive.png
baskets.SCNE,basket_stanchioni2_nba:led_light_strips_yellow,layer_base.fx#d29cd5d7a05453bc,layer_base.1d81b63f1594f817.script,NormalAndRoughMap,NormalAndRoughMap#914a651a_1602
baskets.SCNE,basket_stanchioni2_nba:shot_bottom,asset.fx#9a6f2419c1c30297,asset.415ec2a990131817.script,AlbedoMap,%databuild_art_root%/asset_library/_generic_textures/basket_stanchion_textures/timeboard_number_big_c.tga
baskets.SCNE,basket_stanchioni2_nba:shot_bottom,asset.fx#9a6f2419c1c30297,asset.415ec2a990131817.script,NormalMap,%databuild_art_root%/asset_library/_generic_textures/basket_stanchion_textures/timeboard_number_big_n.tga
crowd.SCNE,crowdcard_mat,crowdcard_effect#8da423886f4dd9fc,crowdcard_effect#8da423886f4dd9fc.0ce3a2cdf743a950.script,,
level.SCNE,electrical_outleta_dual:sockets_and_light_switch_01_mat1,asset_CLOD.fx#291f54f5df2a94dd,asset_CLOD.58e04f59f9d8f925.script,AlbedoMap,%databuild_art_root%/asset_library/electrical_outleta_dual/texture/sockets_and_lightswitch_01_a.png
level.SCNE,electrical_outleta_dual:sockets_and_light_switch_01_mat1,asset_CLOD.fx#291f54f5df2a94dd,asset_CLOD.58e04f59f9d8f925.script,MetalMap,%databuild_art_root%/asset_library/electrical_outleta_dual/texture/sockets_and_lightswitch_01_m.png
level.SCNE,electrical_outleta_dual:sockets_and_light_switch_01_mat1,asset_CLOD.fx#291f54f5df2a94dd,asset_CLOD.58e04f59f9d8f925.script,NormalAndRoughMap,NormalAndRoughMap#3ce35d38_1646
level.SCNE,clutchtime_balcony_b:balcony_mat,layer_base_CLOD.fx#72407e286031da1b,layer_base_CLOD.5e02b4571b7eb42d.script,AlbedoMap,%databuild_art_root%/substance_library/graphs/floor_hardwood/exports/floor_hardwood_mahogany_planks_basecolor.png
level.SCNE,clutchtime_balcony_b:balcony_mat,layer_base_CLOD.fx#72407e286031da1b,layer_base_CLOD.5e02b4571b7eb42d.script,NormalAndRoughMap,NormalAndRoughMap#2e150571_1562
level.SCNE,clutchtime_stair_3step:steps_mat,layer_base_CLOD.fx#a1325a28feccb68e,layer_base_CLOD.9e9774ea370388a6.script,AlbedoMap,%databuild_art_root%/substance_library/graphs/carpet_twisted_ridges/exports/carpet_twisted_ridges_violet_basecolor.png
level.SCNE,clutchtime_stair_3step:steps_mat,layer_base_CLOD.fx#a1325a28feccb68e,layer_base_CLOD.9e9774ea370388a6.script,ConeAngleMap,%databuild_art_root%/substance_library/graphs/carpet_twisted_ridges/exports/carpet_twisted_ridges_ambientocclusion.png
level.SCNE,clutchtime_stair_3step:steps_mat,layer_base_CLOD.fx#a1325a28feccb68e,layer_base_CLOD.9e9774ea370388a6.script,NormalAndRoughMap,NormalAndRoughMap#f958e0e1_1586
level.SCNE,curtain100x20_arena_straight400c:curtain_arena_mat,asset_CLOD.fx#9b8b0db98fddbcf,asset_CLOD.3c6e786bfba65bcb.script,AddOn1NormalMap,%databuild_art_root%/asset_library/_generic_textures/curtain100x20_arena_straight200a_n.png
level.SCNE,curtain100x20_arena_straight400c:curtain_arena_mat,asset_CLOD.fx#9b8b0db98fddbcf,asset_CLOD.3c6e786bfba65bcb.script,AddOn2AlbedoMap,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_dirt_4.tga
level.SCNE,curtain100x20_arena_straight400c:curtain_arena_mat,asset_CLOD.fx#9b8b0db98fddbcf,asset_CLOD.3c6e786bfba65bcb.script,AddOn2Sampler,
level.SCNE,curtain100x20_arena_straight400c:curtain_arena_mat,asset_CLOD.fx#9b8b0db98fddbcf,asset_CLOD.3c6e786bfba65bcb.script,AlbedoMap,%databuild_art_root%/substance_library/graphs/cloth_cotton/exports/cloth_cotton_basecolor.png
level.SCNE,curtain100x20_arena_straight400c:curtain_arena_mat,asset_CLOD.fx#9b8b0db98fddbcf,asset_CLOD.3c6e786bfba65bcb.script,NormalAndRoughMap,NormalAndRoughMap#9f888e21_1575
level.SCNE,clutchtime_mural_wall:mural4_mat,asset_CLOD.fx#f36e1079bf6d0bfa,asset_CLOD.a89f798b72b4fb10.script,AddOn1RoughMap,%databuild_art_root%/asset_library/_generic_textures/brushed_metal_tileable_r.tga
level.SCNE,clutchtime_mural_wall:mural4_mat,asset_CLOD.fx#f36e1079bf6d0bfa,asset_CLOD.a89f798b72b4fb10.script,AddOn1Sampler,
level.SCNE,clutchtime_mural_wall:mural4_mat,asset_CLOD.fx#f36e1079bf6d0bfa,asset_CLOD.a89f798b72b4fb10.script,AlbedoMap,%databuild_art_root%/asset_library/clutchtime_mural_wall/texture/clutchtime_mural_04.png
level.SCNE,clutchtime_mural_wall:mural4_mat,asset_CLOD.fx#f36e1079bf6d0bfa,asset_CLOD.a89f798b72b4fb10.script,RoughMap,%databuild_art_root%/asset_library/_generic_textures/metal_steel_brushed_r.tga
level.SCNE,clutchtime_court_dorna:frame1_mat,asset_CLOD.fx#2655a52b17986410,asset_CLOD.84698768380ae430.script,AlbedoMap,%databuild_art_root%/material_library/_generic_textures/colors/color_grey_464646.png
level.SCNE,clutchtime_court_dorna:frame1_mat,asset_CLOD.fx#2655a52b17986410,asset_CLOD.84698768380ae430.script,AlphaMask2Map,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_dirt_4.tga
level.SCNE,clutchtime_court_dorna:frame1_mat,asset_CLOD.fx#2655a52b17986410,asset_CLOD.84698768380ae430.script,NormalAndRoughMap,NormalAndRoughMap#cbd66d98_1616
level.SCNE,doorframe_interiorhingeless_double:door_frame_mat,asset_CLOD.fx#f732df13f4b120f8,asset_CLOD.499b557322fb2f52.script,AddOn1NormalAndRoughMap,AddOn1NormalAndRoughMap#2007db01_1449
level.SCNE,doorframe_interiorhingeless_double:door_frame_mat,asset_CLOD.fx#f732df13f4b120f8,asset_CLOD.499b557322fb2f52.script,AddOn1Sampler,
level.SCNE,doorframe_interiorhingeless_double:door_frame_mat,asset_CLOD.fx#f732df13f4b120f8,asset_CLOD.499b557322fb2f52.script,NormalAndRoughMap,NormalAndRoughMap#c7e2d483_1751
level.SCNE,chair_arenacrowd_seatbackcushion:rubber_mat,layer_base_CLOD.fx#d3ba7bf0a614d0f3,layer_base_CLOD.5e02b4571b7eb42d.script,AlbedoMap,%databuild_art_root%/substance_library/graphs/plastic_rough_base/exports/plastic_rough_base_black_basecolor.png
level.SCNE,chair_arenacrowd_seatbackcushion:rubber_mat,layer_base_CLOD.fx#d3ba7bf0a614d0f3,layer_base_CLOD.5e02b4571b7eb42d.script,MeshMapConeAngleMap,%databuild_art_root%/asset_library/chair_arena_kit/texture/chair_arenacrowd_seatbackcushion_mat_ao.png
level.SCNE,chair_arenacrowd_seatbackcushion:rubber_mat,layer_base_CLOD.fx#d3ba7bf0a614d0f3,layer_base_CLOD.5e02b4571b7eb42d.script,MeshMapNormalMap,%databuild_art_root%/asset_library/chair_arena_kit/texture/chair_arenacrowd_seatbackcushion_mat_normal.png
level.SCNE,chair_arenacrowd_seatbackcushion:rubber_mat,layer_base_CLOD.fx#d3ba7bf0a614d0f3,layer_base_CLOD.5e02b4571b7eb42d.script,NormalAndRoughMap,NormalAndRoughMap#7b1e8eb5_1538
level.SCNE,chair_arenacrowd_seatbackcushion:metal_mat,layer_base_CLOD.fx#68afb330cdeac8cd,layer_base_CLOD.b2bc46f9b344f041.script,AlbedoMap,%databuild_art_root%/substance_library/graphs/anodized_aluminium/exports/anodized_aluminium_black_basecolor.png
level.SCNE,chair_arenacrowd_seatbackcushion:metal_mat,layer_base_CLOD.fx#68afb330cdeac8cd,layer_base_CLOD.b2bc46f9b344f041.script,MeshMapConeAngleMap,%databuild_art_root%/asset_library/chair_arena_kit/texture/chair_arenacrowd_seatbackcushion_mat_ao.png
level.SCNE,chair_arenacrowd_seatbackcushion:metal_mat,layer_base_CLOD.fx#68afb330cdeac8cd,layer_base_CLOD.b2bc46f9b344f041.script,MeshMapNormalMap,%databuild_art_root%/asset_library/chair_arena_kit/texture/chair_arenacrowd_seatbackcushion_mat_normal.png
level.SCNE,chair_arenacrowd_seatbackcushion:metal_mat,layer_base_CLOD.fx#68afb330cdeac8cd,layer_base_CLOD.b2bc46f9b344f041.script,MetalMap,%databuild_art_root%/substance_library/graphs/anodized_aluminium/exports/anodized_aluminium_metallic.png
level.SCNE,chair_arenacrowd_seatbackcushion:metal_mat,layer_base_CLOD.fx#68afb330cdeac8cd,layer_base_CLOD.b2bc46f9b344f041.script,NormalAndRoughMap,NormalAndRoughMap#c96ee863_1538
level.SCNE,clutchtime_mural_wall:mural5_mat,asset_CLOD.fx#f36e1079bf6d0bfa,asset_CLOD.a89f798b72b4fb10.script,AddOn1RoughMap,%databuild_art_root%/asset_library/_generic_textures/brushed_metal_tileable_r.tga
level.SCNE,clutchtime_mural_wall:mural5_mat,asset_CLOD.fx#f36e1079bf6d0bfa,asset_CLOD.a89f798b72b4fb10.script,AddOn1Sampler,
level.SCNE,clutchtime_mural_wall:mural5_mat,asset_CLOD.fx#f36e1079bf6d0bfa,asset_CLOD.a89f798b72b4fb10.script,AlbedoMap,%databuild_art_root%/asset_library/clutchtime_mural_wall/texture/clutchtime_mural_05.png
level.SCNE,clutchtime_mural_wall:mural5_mat,asset_CLOD.fx#f36e1079bf6d0bfa,asset_CLOD.a89f798b72b4fb10.script,RoughMap,%databuild_art_root%/asset_library/_generic_textures/metal_steel_brushed_r.tga
level.SCNE,clutchtime_court_dornaled:flp_scrf02,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseSampler,
level.SCNE,clutchtime_court_dornaled:flp_scrf02,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseTexture,%databuild_art_root%/material_library/arena_led_s/texture/flp_cr02.png
level.SCNE,clutchtime_court_dornaled:flp_scrf06,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseSampler,
level.SCNE,clutchtime_court_dornaled:flp_scrf06,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseTexture,%databuild_art_root%/material_library/arena_led_s/texture/flp_cr02.png
level.SCNE,clutchtime_court_dornacorner:pad2_mat,asset_CLOD.fx#c6ab1a76a67ddaea,asset_CLOD.9e3034cec250c3a4.script,AddOn1AlbedoMap,%databuild_art_root%/material_library/_generic_textures/colors/color_grey_565656.png
level.SCNE,clutchtime_court_dornacorner:pad2_mat,asset_CLOD.fx#c6ab1a76a67ddaea,asset_CLOD.9e3034cec250c3a4.script,AddOn1Sampler,
level.SCNE,clutchtime_court_dornacorner:pad2_mat,asset_CLOD.fx#c6ab1a76a67ddaea,asset_CLOD.9e3034cec250c3a4.script,NormalAndRoughMap,NormalAndRoughMap#7818025a_1673
level.SCNE,clutchtime_scorecube_screen:dorna_LCD_mat,led_CLOD.fx#d167410ebd02544d,led_CLOD.1717576ec6898de1.script,BaseSampler,
level.SCNE,clutchtime_scorecube_screen:dorna_LCD_mat,led_CLOD.fx#d167410ebd02544d,led_CLOD.1717576ec6898de1.script,BaseTexture,%databuild_art_root%/material_library/arena_led_s/texture/led_ribbon_circles.png
level.SCNE,light_stage_spotlight:stage_spotlight_lens,asset_CLOD.fx#498de7d4a3aaebf1,asset_CLOD.66c16a29428db582.script,AlbedoMap,%databuild_art_root%/asset_library/light_stage_spotlight/texture/spotlight_fresnel_r.png
level.SCNE,light_stage_spotlight:stage_spotlight_lens,asset_CLOD.fx#498de7d4a3aaebf1,asset_CLOD.66c16a29428db582.script,NormalAndRoughMap,NormalAndRoughMap#b865459e_1561
level.SCNE,clutchtime_court_dornaled:flp_scrf12,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseSampler,
level.SCNE,clutchtime_court_dornaled:flp_scrf12,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseTexture,%databuild_art_root%/material_library/arena_led_s/texture/flp_cr02.png
level.SCNE,clutchtime_ceiling_a:ceilinga_mat,asset_CLOD.fx#208c0c57e2b67b71,asset_CLOD.62e37e2d3de966f5.script,AddOn1AlbedoMap,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_grunge_surface_006.tga
level.SCNE,clutchtime_ceiling_a:ceilinga_mat,asset_CLOD.fx#208c0c57e2b67b71,asset_CLOD.62e37e2d3de966f5.script,AddOn1RoughMap,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_grunge_surface_006.tga
level.SCNE,clutchtime_ceiling_a:ceilinga_mat,asset_CLOD.fx#208c0c57e2b67b71,asset_CLOD.62e37e2d3de966f5.script,AddOn1Sampler,
level.SCNE,clutchtime_ceiling_a:ceilinga_mat,asset_CLOD.fx#208c0c57e2b67b71,asset_CLOD.62e37e2d3de966f5.script,AlbedoMap,%databuild_art_root%/substance_library/graphs/concrete_spotted/exports/concrete_spotted_basecolor.png
level.SCNE,clutchtime_ceiling_a:ceilinga_mat,asset_CLOD.fx#208c0c57e2b67b71,asset_CLOD.62e37e2d3de966f5.script,NormalAndRoughMap,NormalAndRoughMap#2e6a4cae_1639
level.SCNE,door_interiorwindowb_leftdbl:door_interior_glass,simplepbr_CLOD.fx#62587bfb3cade0d2,simplepbr_CLOD.a4adb603dec56647.script,AlbedoMap,%databuild_art_root%/asset_library/_generic_textures/door_double_glass_mat_c.png
level.SCNE,door_interiorwindowb_leftdbl:door_interior_glass,simplepbr_CLOD.fx#62587bfb3cade0d2,simplepbr_CLOD.a4adb603dec56647.script,NormalAndRoughMap,NormalAndRoughMap#a68a9e37_1345
level.SCNE,clutchtime_mural_wall:mural_mat,asset_CLOD.fx#208c0c57e2b67b71,asset_CLOD.62e37e2d3de966f5.script,AddOn1AlbedoMap,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_grunge_surface_006.tga
level.SCNE,clutchtime_mural_wall:mural_mat,asset_CLOD.fx#208c0c57e2b67b71,asset_CLOD.62e37e2d3de966f5.script,AddOn1RoughMap,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_grunge_surface_006.tga
level.SCNE,clutchtime_mural_wall:mural_mat,asset_CLOD.fx#208c0c57e2b67b71,asset_CLOD.62e37e2d3de966f5.script,AddOn1Sampler,
level.SCNE,clutchtime_mural_wall:mural_mat,asset_CLOD.fx#208c0c57e2b67b71,asset_CLOD.62e37e2d3de966f5.script,AlbedoMap,%databuild_art_root%/substance_library/graphs/concrete_spotted/exports/concrete_spotted_basecolor.png
level.SCNE,clutchtime_mural_wall:mural_mat,asset_CLOD.fx#208c0c57e2b67b71,asset_CLOD.62e37e2d3de966f5.script,NormalAndRoughMap,NormalAndRoughMap#2e6a4cae_1639
level.SCNE,clutchtime_court_dornaled:flp_scrf13,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseSampler,
level.SCNE,clutchtime_court_dornaled:flp_scrf13,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseTexture,%databuild_art_root%/material_library/arena_led_s/texture/flp_cr02.png
level.SCNE,clutchtime_scorecube_supportpipes:pipes_mat,sng_multimaterial_CLOD.fx#dcf4bb7e14b597db,sng_multimaterial_CLOD.b03b46481e2c8b4d.script,basemat_albedo,%databuild_art_root%/substance_library/graphs/painted_metal_scratched/exports/painted_metal_scratched_basecolor.png
level.SCNE,clutchtime_scorecube_supportpipes:pipes_mat,sng_multimaterial_CLOD.fx#dcf4bb7e14b597db,sng_multimaterial_CLOD.b03b46481e2c8b4d.script,basemat_metallic,%databuild_art_root%/substance_library/graphs/painted_metal_scratched/exports/painted_metal_scratched_metallic.png
level.SCNE,clutchtime_scorecube_supportpipes:pipes_mat,sng_multimaterial_CLOD.fx#dcf4bb7e14b597db,sng_multimaterial_CLOD.b03b46481e2c8b4d.script,basemat_normal,%databuild_art_root%/substance_library/graphs/painted_metal_scratched/exports/painted_metal_scratched_normal.png
level.SCNE,clutchtime_scorecube_supportpipes:pipes_mat,sng_multimaterial_CLOD.fx#dcf4bb7e14b597db,sng_multimaterial_CLOD.b03b46481e2c8b4d.script,basemat_roughness,%databuild_art_root%/substance_library/graphs/painted_metal_scratched/exports/painted_metal_scratched_roughness.png
level.SCNE,lighting_suspendedtrack_metalb:glass_mat,asset_CLOD.fx#8d8105ec7d037166,asset_CLOD.4c5460a17270fca9.script,AddOn1AlbedoMap,%databuild_art_root%/material_library/_generic_textures/patterns/glowing_source_round.png
level.SCNE,lighting_suspendedtrack_metalb:glass_mat,asset_CLOD.fx#8d8105ec7d037166,asset_CLOD.4c5460a17270fca9.script,AddOn1Sampler,
level.SCNE,lighting_suspendedtrack_metalb:glass_mat,asset_CLOD.fx#8d8105ec7d037166,asset_CLOD.4c5460a17270fca9.script,RoughMap,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_grunge_surface_001.tga
level.SCNE,light_stage_spotlight:stage_spotlight_metal,asset_CLOD.fx#428adcad440f2378,asset_CLOD.499b557322fb2f52.script,AddOn1NormalAndRoughMap,AddOn1NormalAndRoughMap#eabf13f5_1440
level.SCNE,light_stage_spotlight:stage_spotlight_metal,asset_CLOD.fx#428adcad440f2378,asset_CLOD.499b557322fb2f52.script,AddOn1Sampler,
level.SCNE,light_stage_spotlight:stage_spotlight_metal,asset_CLOD.fx#428adcad440f2378,asset_CLOD.499b557322fb2f52.script,NormalAndRoughMap,NormalAndRoughMap#6377b8aa_1765
level.SCNE,clutchtime_stair_3step:light_mat,asset_CLOD.fx#5929216973ae368,asset_CLOD.4c5460a17270fca9.script,AddOn1AlbedoMap,%databuild_art_root%/material_library/_generic_textures/patterns/glowing_source_linear.png
level.SCNE,clutchtime_stair_3step:light_mat,asset_CLOD.fx#5929216973ae368,asset_CLOD.4c5460a17270fca9.script,AddOn1Sampler,
level.SCNE,clutchtime_stair_3step:light_mat,asset_CLOD.fx#5929216973ae368,asset_CLOD.4c5460a17270fca9.script,RoughMap,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_grunge_surface_001.tga
level.SCNE,clutchtime_wall_c:wall_mat,layer_combined_CLOD.fx#6b1cce8715e07bb8,layer_combined_CLOD.d44e17364f15193f.script,CombinedLayerMaskMap,CombinedLayerMaskMap#db2ae958_935
level.SCNE,clutchtime_wall_c:wall_mat,layer_combined_CLOD.fx#6b1cce8715e07bb8,layer_combined_CLOD.d44e17364f15193f.script,LAYER0_AlbedoMap,%databuild_art_root%/substance_library/graphs/concrete_slats/exports/concrete_slats_basecolor.png
level.SCNE,clutchtime_wall_c:wall_mat,layer_combined_CLOD.fx#6b1cce8715e07bb8,layer_combined_CLOD.d44e17364f15193f.script,LAYER0_ConeAngleMap,%databuild_art_root%/substance_library/graphs/concrete_slats/exports/concrete_slats_ambientocclusion.png
level.SCNE,clutchtime_wall_c:wall_mat,layer_combined_CLOD.fx#6b1cce8715e07bb8,layer_combined_CLOD.d44e17364f15193f.script,LAYER0_NormalAndRoughMap,LAYER0_NormalAndRoughMap#fb56a21f_1474
level.SCNE,clutchtime_wall_c:wall_mat,layer_combined_CLOD.fx#6b1cce8715e07bb8,layer_combined_CLOD.d44e17364f15193f.script,LAYER1_AlbedoMap,%databuild_art_root%/substance_library/graphs/concrete_slats/exports/concrete_slats_basecolor.png
level.SCNE,clutchtime_wall_c:wall_mat,layer_combined_CLOD.fx#6b1cce8715e07bb8,layer_combined_CLOD.d44e17364f15193f.script,LAYER1_ConeAngleMap,%databuild_art_root%/substance_library/graphs/concrete_slats/exports/concrete_slats_ambientocclusion.png
level.SCNE,clutchtime_wall_c:wall_mat,layer_combined_CLOD.fx#6b1cce8715e07bb8,layer_combined_CLOD.d44e17364f15193f.script,LAYER1_NormalAndRoughMap,LAYER1_NormalAndRoughMap#456c289a_1474
level.SCNE,light_ceilinga_round:frame_mat,asset_CLOD.fx#2a3bc486286be07,asset_CLOD.5a8f017e10339ca8.script,AlphaMaskMap,%databuild_art_root%/material_library/_generic_textures/scratches/scratches_metal_heavy.tga
level.SCNE,light_ceilinga_round:frame_mat,asset_CLOD.fx#2a3bc486286be07,asset_CLOD.5a8f017e10339ca8.script,NormalMap,%databuild_art_root%/material_library/_generic_textures/surface_variations/surfacevariation_metal_gold_normal.tga
level.SCNE,chair_arenacrowd_seatbackcushion:leather_mat,layer_base_CLOD.fx#c85ff038e9bc66,layer_base_CLOD.9e9774ea370388a6.script,AlbedoMap,%databuild_art_root%/substance_library/graphs/leather_fine_touch/exports/leather_fine_touch_black_basecolor.png
level.SCNE,chair_arenacrowd_seatbackcushion:leather_mat,layer_base_CLOD.fx#c85ff038e9bc66,layer_base_CLOD.9e9774ea370388a6.script,ConeAngleMap,%databuild_art_root%/substance_library/graphs/leather_fine_touch/exports/leather_fine_touch_ambientocclusion.png
level.SCNE,chair_arenacrowd_seatbackcushion:leather_mat,layer_base_CLOD.fx#c85ff038e9bc66,layer_base_CLOD.9e9774ea370388a6.script,MeshMapConeAngleMap,%databuild_art_root%/asset_library/chair_arena_kit/texture/chair_arenacrowd_seatbackcushion_mat_ao.png
level.SCNE,chair_arenacrowd_seatbackcushion:leather_mat,layer_base_CLOD.fx#c85ff038e9bc66,layer_base_CLOD.9e9774ea370388a6.script,MeshMapNormalMap,%databuild_art_root%/asset_library/chair_arena_kit/texture/chair_arenacrowd_seatbackcushion_mat_normal.png
level.SCNE,chair_arenacrowd_seatbackcushion:leather_mat,layer_base_CLOD.fx#c85ff038e9bc66,layer_base_CLOD.9e9774ea370388a6.script,NormalAndRoughMap,NormalAndRoughMap#dc1ad81e_1538
level.SCNE,clutchtime_ceilingpanellight_e:lighte_mat,asset_CLOD.fx#5929216973ae368,asset_CLOD.4c5460a17270fca9.script,AddOn1AlbedoMap,%databuild_art_root%/material_library/_generic_textures/patterns/glowing_source_linear.png
level.SCNE,clutchtime_ceilingpanellight_e:lighte_mat,asset_CLOD.fx#5929216973ae368,asset_CLOD.4c5460a17270fca9.script,AddOn1Sampler,
level.SCNE,clutchtime_ceilingpanellight_e:lighte_mat,asset_CLOD.fx#5929216973ae368,asset_CLOD.4c5460a17270fca9.script,RoughMap,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_grunge_surface_001.tga
level.SCNE,clutchtime_court_dornaled:flp_scrf07,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseSampler,
level.SCNE,clutchtime_court_dornaled:flp_scrf07,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseTexture,%databuild_art_root%/material_library/arena_led_s/texture/flp_cr02.png
level.SCNE,clutchtime_court_dornaled:flp_scrf03,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseSampler,
level.SCNE,clutchtime_court_dornaled:flp_scrf03,led_CLOD.fx#14847e1a08124aa9,led_CLOD.7c5b8d240de87130.script,BaseTexture,%databuild_art_root%/material_library/arena_led_s/texture/flp_cr02.png
level.SCNE,clutchtime_mural_wall:led_mat,asset_CLOD.fx#5929216973ae368,asset_CLOD.4c5460a17270fca9.script,AddOn1AlbedoMap,%databuild_art_root%/material_library/_generic_textures/patterns/glowing_source_linear.png
level.SCNE,clutchtime_mural_wall:led_mat,asset_CLOD.fx#5929216973ae368,asset_CLOD.4c5460a17270fca9.script,AddOn1Sampler,
level.SCNE,clutchtime_mural_wall:led_mat,asset_CLOD.fx#5929216973ae368,asset_CLOD.4c5460a17270fca9.script,RoughMap,%databuild_art_root%/material_library/_generic_textures/grunges/substanceprocedural_grunge_surface_001.tga
level.SCNE,clutchtime_court_dorna:frame2_mat,asset_CLOD.fx#665af8aa17e9b3ec,asset_CLOD.aa7c7f4734576e44.script,AddOn1NormalAndRoughMap,AddOn1NormalAndRoughMap#2007db01_1449
