scene_file,model,mesh,material,primitive_type,index_count,radius,min,max,index_binary,vertex_binaries
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_primary_redLights_back_on_geo3Shape,basket_stanchioni2_nba:led_light_strips_red,,48,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_primary_redLights_front_on_geo3Shape,,,48,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_secondary_geo3Shape,basket_stanchioni2_nba:shotclock_plastic_coarse_decal_mat,,348,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shotclock_chrome_white_mat,,696,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:plastic_coarse_black_mat,,240,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shotclock_metal_paint_charcoal_mat,,1212,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_digits_secondary_geo3Shape,basket_stanchioni2_nba:shot_bottom,,12,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig7,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig5,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig6,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig3,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig4,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_down,,12,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_up,,12,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig2,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig1,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig10,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig11,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dots,,24,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig9,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:shot_dig8,,120,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_digits_grey_secondary_geo3Shape,basket_stanchioni2_nba:shotclock_digits_grey_mat,,2892,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_secondary_redLights_front_on_geo3Shape,basket_stanchioni2_nba:led_light_strips_red,,24,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_secondary_yellowLights_back_on_geo3Shape,basket_stanchioni2_nba:led_light_strips_yellow,,6,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_secondary_redLights_back_on_geo3Shape,basket_stanchioni2_nba:led_light_strips_red,,48,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,shotclock_secondary_yellowLights_front_on_geo3Shape,basket_stanchioni2_nba:led_light_strips_yellow,,6,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,backboard_arena_frame_geo3Shape,basket_stanchioni2_nba:487f6159:backboard_chrome_white_mat,,2460,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:backboard_rubber_ltgray_mat,,48,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,backboard_arena_shooting_square_geo3Shape,,,144,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,backboard_arena_rim_gasket_geo3Shape,basket_stanchioni2_nba:rim_hinge_mat,,114,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,backboard_arena_padding_geo3Shape,basket_stanchioni2_nba:backboard_pad_mat,,3084,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,backboard_arena_lights_frame_geo3Shape,basket_stanchioni2_nba:bracket_chrome_midgray_mat,,1110,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,,basket_stanchioni2_nba:487f6159:backboard_chrome_white_mat,,78,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,backboard_arena_yellowlights_on_geo3Shape,basket_stanchioni2_nba:led_light_strips_yellow,,6,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,backboard_arena_redlights_on_geo3Shape,basket_stanchioni2_nba:led_light_strips_red,,30,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,decal_right_backboard_arena_geo3Shape,basket_stanchioni2_nba:caec8cc4:logo_right_mat,,6,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,decal_left_backboard_arena_geo3Shape,basket_stanchioni2_nba:24bfd8b5:logo_left_mat,,222,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:basket,basket_rim_nba_geo3Shape,basket_stanchioni2_nba:rim_mat,,4056,358.312958,"[-94.7033539,-0.551921308,-516.983459]","[94.7033539,534.952148,62.3042221]",IndexBuffer.2faa94a692eecb55.gz,VertexBuffer.396eff6e2f806326.gz;VertexBuffer.c7008f082a4e24dd.gz;VertexBuffer.8d2e607c050161de.gz
baskets.SCNE,arena_clutchtime_int_master@GameObjects@MAIN@basket0:rimr,base_reflect3Shape,basket_stanchioni2_nba:rimr_mat,TRIANGLE_LIST,4056,32.1661682,"[-24.4080811,-16.5097656,1.0]","[24.4567299,0.009490967,62.3042221]",IndexBuffer.2a251deade9ef00a.bin,VertexBuffer.8327373a27831405.bin;VertexBuffer.eee8b4de884f4773.bin
crowd.SCNE,crowd_cards,crowdCardsShape,crowdcard_mat,TRIANGLE_LIST,324,2834.24902,"[-1031.66943,1342.90601,-2637.20947]","[1031.04297,1611.11304,2637.20898]",IndexBuffer.dca618be473bedca.bin,VertexBuffer.097e6d4531bb1cbe.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_8:clutchtime_balcony_b_low,clutchtime_balcony_b_geo_lowShape,clutchtime_balcony_b:balcony2_amt,TRIANGLE_LIST,1692,605.183044,"[-337.167908,-23.0391846,-1070.11865]","[337.168243,157.378906,29.8439941]",IndexBuffer.99c75f5a406165d8.gz,VertexBuffer.59a35352f7c6fcd3.bin;VertexBuffer.b201bfb4df388b0e.bin;VertexBuffer.4eae799cbb970d4b.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_8:clutchtime_balcony_b_low,,clutchtime_balcony_b:balcony4_mat,,960,605.183044,"[-337.167908,-23.0391846,-1070.11865]","[337.168243,157.378906,29.8439941]",IndexBuffer.99c75f5a406165d8.gz,VertexBuffer.59a35352f7c6fcd3.bin;VertexBuffer.b201bfb4df388b0e.bin;VertexBuffer.4eae799cbb970d4b.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_8:clutchtime_balcony_b_low,,clutchtime_balcony_b:balcony_mat,,1764,605.183044,"[-337.167908,-23.0391846,-1070.11865]","[337.168243,157.378906,29.8439941]",IndexBuffer.99c75f5a406165d8.gz,VertexBuffer.59a35352f7c6fcd3.bin;VertexBuffer.b201bfb4df388b0e.bin;VertexBuffer.4eae799cbb970d4b.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_8:clutchtime_balcony_b_low,,clutchtime_balcony_railing:railing_mat,,504,605.183044,"[-337.167908,-23.0391846,-1070.11865]","[337.168243,157.378906,29.8439941]",IndexBuffer.99c75f5a406165d8.gz,VertexBuffer.59a35352f7c6fcd3.bin;VertexBuffer.b201bfb4df388b0e.bin;VertexBuffer.4eae799cbb970d4b.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling@clutchtime_ceiling_c:clutchtime_ceiling_c_low,clutchtime_ceiling_c_geo_lowShape,clutchtime_ceiling_ribs:ceilingribs_mat,TRIANGLE_LIST,3108,3302.94971,"[-2533.68726,0.0,-3593.104]","[2533.69043,76.9916992,666.100586]",IndexBuffer.821d1ea41bf44169.bin,VertexBuffer.c322ac27f23f6700.bin;VertexBuffer.9be4b6a1139b2309.bin;VertexBuffer.af25ab9cc7486f14.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,chair_arenacrowd_seatbackcushion_seatShape,chair_arenacrowd_seatbackcushion:leather_mat,TRIANGLE_LIST,1776,52.7287292,"[-25.0002193,0.000341415,-21.3614483]","[25.0002193,85.1456833,33.3031998]",IndexBuffer.78e6fb86ae405bf5.gz,VertexBuffer.79012b538d364ed6.bin;VertexBuffer.3c7e00bc8edd202d.bin;VertexBuffer.a97ddf54f5b859e9.gz
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,chair_arenacrowd_seatbackcushion_cusionShape,,,1518,52.7287292,"[-25.0002193,0.000341415,-21.3614483]","[25.0002193,85.1456833,33.3031998]",IndexBuffer.78e6fb86ae405bf5.gz,VertexBuffer.79012b538d364ed6.bin;VertexBuffer.3c7e00bc8edd202d.bin;VertexBuffer.a97ddf54f5b859e9.gz
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,chair_arenacrowd_seatbackcushion_front_legShape,chair_arenacrowd_seatbackcushion:metal_mat,,1512,52.7287292,"[-25.0002193,0.000341415,-21.3614483]","[25.0002193,85.1456833,33.3031998]",IndexBuffer.78e6fb86ae405bf5.gz,VertexBuffer.79012b538d364ed6.bin;VertexBuffer.3c7e00bc8edd202d.bin;VertexBuffer.a97ddf54f5b859e9.gz
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,chair_arenacrowd_seatbackcushion_back_legShape,,,636,52.7287292,"[-25.0002193,0.000341415,-21.3614483]","[25.0002193,85.1456833,33.3031998]",IndexBuffer.78e6fb86ae405bf5.gz,VertexBuffer.79012b538d364ed6.bin;VertexBuffer.3c7e00bc8edd202d.bin;VertexBuffer.a97ddf54f5b859e9.gz
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,chair_arenacrowd_seatbackcushion_seatShape,,,660,52.7287292,"[-25.0002193,0.000341415,-21.3614483]","[25.0002193,85.1456833,33.3031998]",IndexBuffer.78e6fb86ae405bf5.gz,VertexBuffer.79012b538d364ed6.bin;VertexBuffer.3c7e00bc8edd202d.bin;VertexBuffer.a97ddf54f5b859e9.gz
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,chair_arenacrowd_seatbackcushion_cusionShape,,,516,52.7287292,"[-25.0002193,0.000341415,-21.3614483]","[25.0002193,85.1456833,33.3031998]",IndexBuffer.78e6fb86ae405bf5.gz,VertexBuffer.79012b538d364ed6.bin;VertexBuffer.3c7e00bc8edd202d.bin;VertexBuffer.a97ddf54f5b859e9.gz
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,chair_arenacrowd_seatbackcushion_front_legShape,chair_arenacrowd_seatbackcushion:rubber_mat,,840,52.7287292,"[-25.0002193,0.000341415,-21.3614483]","[25.0002193,85.1456833,33.3031998]",IndexBuffer.78e6fb86ae405bf5.gz,VertexBuffer.79012b538d364ed6.bin;VertexBuffer.3c7e00bc8edd202d.bin;VertexBuffer.a97ddf54f5b859e9.gz
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,chair_arenacrowd_seatbackcushion_seatShape,,,102,52.7287292,"[-25.0002193,0.000341415,-21.3614483]","[25.0002193,85.1456833,33.3031998]",IndexBuffer.78e6fb86ae405bf5.gz,VertexBuffer.79012b538d364ed6.bin;VertexBuffer.3c7e00bc8edd202d.bin;VertexBuffer.a97ddf54f5b859e9.gz
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,chair_arenacrowd_seatbackcushion_cusionShape,,,894,52.7287292,"[-25.0002193,0.000341415,-21.3614483]","[25.0002193,85.1456833,33.3031998]",IndexBuffer.78e6fb86ae405bf5.gz,VertexBuffer.79012b538d364ed6.bin;VertexBuffer.3c7e00bc8edd202d.bin;VertexBuffer.a97ddf54f5b859e9.gz
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@electrical_switch_double_1:light_switch_double_low,plateShape,electrical_switch_double:eletrical_switch_double,TRIANGLE_LIST,372,7.6584301,"[-5.3067627,0.0,-0.51671946]","[5.3067503,11.0058746,1.45708334]",IndexBuffer.9647f7db957075fd.bin,VertexBuffer.71418291495f9f01.bin;VertexBuffer.7456762d6dd19bc3.bin;VertexBuffer.b37d946ab09cd8e0.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_b_4:clutchtime_ceilingpanellight_b_low,clutchtime_ceilingpanellight_b_geo_lowShape,clutchtime_ceilingpanellight_e:lighte_mat,TRIANGLE_LIST,312,2456.39893,"[-2455.92041,0.0,-30.7124023]","[2455.92065,0.0,332.740723]",IndexBuffer.c7aade9a08862bfb.bin,VertexBuffer.8cdb2c21839e862f.bin;VertexBuffer.4e6916dc1d7c79cf.bin;VertexBuffer.422cab7b05829eec.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@scorecube@clutchtime_scorecube_screensupport:clutchtime_scorecube_screensupport_low,clutchtime_scorecube_screensupport_geo_lowShape,clutchtime_scorecube_supportpipes:pipes_mat,TRIANGLE_LIST,912,1043.20581,"[-1071.3407,-68.3486328,-2076.29297]","[991.105103,269.146484,9.396945]",IndexBuffer.e0549d96c1f57652.bin,VertexBuffer.797275d288539ae4.bin;VertexBuffer.df98e77ea86c95ff.bin;VertexBuffer.c0a699af76e92b27.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@walls@clutchtime_wall_b:clutchtime_wall_b_low,clutchtime_wall_b_geo_lowShape,clutchtime_ceiling_ribs:ceilingribs_mat,TRIANGLE_LIST,246,1825.68188,"[-307.1604,-3.14839599e-13,-2636.44482]","[369.629883,2163.19092,289.083496]",IndexBuffer.1b3c6cac1f1d06f9.bin,VertexBuffer.33378e9a040f3e9d.bin;VertexBuffer.d1cba2a215183fbc.bin;VertexBuffer.a5a88626de49dd61.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@walls@clutchtime_wall_b:clutchtime_wall_b_low,,clutchtime_wall_c:wall_mat,,282,1825.68188,"[-307.1604,-3.14839599e-13,-2636.44482]","[369.629883,2163.19092,289.083496]",IndexBuffer.1b3c6cac1f1d06f9.bin,VertexBuffer.33378e9a040f3e9d.bin;VertexBuffer.d1cba2a215183fbc.bin;VertexBuffer.a5a88626de49dd61.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@light_stage_spotlight_1:light_stage_spotlight_low,spotlight_lens_geoShape,light_stage_spotlight:stage_spotlight_lens,TRIANGLE_LIST,42,31.1328316,"[-20.1167946,-7.62939453e-06,-20.1167889]","[20.1168003,54.0342484,20.4660091]",IndexBuffer.7e14845367a23307.bin,VertexBuffer.ae0e9e97f41dd4a5.bin;VertexBuffer.8981151851f6ccd2.bin;VertexBuffer.3cc5f0e6823b4016.bin
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@light_stage_spotlight_1:light_stage_spotlight_low,light_stage_spotlight_geoShape,light_stage_spotlight:stage_spotlight_metal,,3666,31.1328316,"[-20.1167946,-7.62939453e-06,-20.1167889]","[20.1168003,54.0342484,20.4660091]",IndexBuffer.7e14845367a23307.bin,VertexBuffer.ae0e9e97f41dd4a5.bin;VertexBuffer.8981151851f6ccd2.bin;VertexBuffer.3cc5f0e6823b4016.bin
