scene_file,object,type,target,transform,matrix
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_183:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,-8.74227766e-08,-1.50995803e-07,0.0,-8.74227624e-08,1.0,-8.74227766e-08,0.0,1.50995817e-07,-8.74227624e-08,-1.0,0.0,-38.6512756,1375.11304,2869.0,1.0]"
level.SCNE,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dornacorner_1:clutchtime_court_dornacorner_low,OBJECT,arena_clutchtime_int_master@GameObjects@dorna@clutchtime_court_dornacorner_1:clutchtime_court_dornacorner_low,,"[-1.0,-8.74227766e-08,0.0,0.0,-8.74227766e-08,1.0,-8.74227766e-08,0.0,7.64274186e-15,-8.74227766e-08,-1.0,0.0,-955.129883,0.0,-1400.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_50:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-798.574036,759.56488,-2650.51172,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_61:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-558.377258,1375.11304,-2969.03101,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_27:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,-928.75293,643.825256,2396.93481,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@door_interiorwindowb_leftdbl_2:door_interiorwindowb_leftdbl,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@door_interiorwindowb_leftdbl:door_interiorwindowb_leftdbl,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@door_interiorwindowb_leftdbl_2:root,"[1.94707184e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.94707184e-07,0.0,-4222.03809,863.349854,2187.21948,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_142:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-238.247192,759.56488,-2869.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_5:clutchtime_balcony_b_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_8:clutchtime_balcony_b_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-799.952454,644.318787,-2346.14648,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_56:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,155.501877,1346.90601,-2512.00171,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_80:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,-799.7453,1868.73694,-2370.64673,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_128:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[-1.0,-1.50995803e-07,0.0,0.0,-1.50995803e-07,1.0,-1.50995803e-07,0.0,2.27997332e-14,-1.50995803e-07,-1.0,0.0,-648.369812,731.35791,2512.00195,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_16:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-657.030273,150.346558,-2969.03101,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_29:lighting_suspendedtrack_metalb_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_19:lighting_suspendedtrack_metalb_low,,"[3.13916473e-07,0.0,1.0,0.0,-1.74512877e-07,1.0,5.47824657e-14,0.0,-1.0,-1.74512877e-07,3.13916473e-07,0.0,1736.21375,1002.4798,1813.3866,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@sign_exit_generic_2:sign_exit_generic,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@sign_exit_generic_3:sign_exit_generic,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-4332.01953,1173.3501,-2182.25366,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_96:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,0.0,-1.50995803e-07,0.0,0.0,1.0,0.0,0.0,1.50995803e-07,0.0,-1.0,0.0,1147.46753,759.56488,2997.40527,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_111:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[-1.0,-1.50995803e-07,0.0,0.0,-1.50995803e-07,1.0,-1.50995803e-07,0.0,2.27997332e-14,-1.50995803e-07,-1.0,0.0,53.0548897,731.35791,2512.00195,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_22:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-902.283325,150.346558,-2650.51172,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_95:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,0.0,-1.50995803e-07,0.0,0.0,1.0,0.0,0.0,1.50995803e-07,0.0,-1.0,0.0,851.304504,759.56488,2997.40527,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_165:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,-8.74227766e-08,-1.50995803e-07,0.0,-8.74227624e-08,1.0,-8.74227766e-08,0.0,1.50995817e-07,-8.74227624e-08,-1.0,0.0,-1050.20203,759.56488,2869.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_f_0:clutchtime_ceilingpanel_f_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_f:clutchtime_ceilingpanel_f_low,,"[7.54979013e-08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,7.54979013e-08,0.0,3867.72461,1322.90686,0.003852036,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_16:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,-799.325684,1259.34619,2370.64673,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_1:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,-129.113876,1259.34619,2396.93481,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_140:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[-1.0,-1.50995803e-07,0.0,0.0,-1.50995803e-07,1.0,-1.50995803e-07,0.0,2.27997332e-14,-1.50995803e-07,-1.0,0.0,-1.66258883,150.346619,2650.51196,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_72:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,-237.321304,643.825256,-2470.06836,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_119:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[-1.0,-1.50995803e-07,0.0,0.0,-1.50995803e-07,1.0,-1.50995803e-07,0.0,2.27997332e-14,-1.50995803e-07,-1.0,0.0,950.737427,731.35791,2512.00195,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@electrical_outlet_industrial_0:electircal_outlet_industrial,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@electrical_outlet_industrial_0:electircal_outlet_industrial,,"[-1.0,-1.50995803e-07,-1.50995803e-07,0.0,-1.50995774e-07,1.0,-1.50995803e-07,0.0,1.50995831e-07,-1.50995774e-07,-1.0,0.0,-4851.14307,893.350037,-2178.25049,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_c_1:clutchtime_ceilingpanel_c_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_c_5:clutchtime_ceilingpanel_c_low,,"[7.54979013e-08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,7.54979013e-08,0.0,828.593262,2396.53125,0.003852036,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@door_interiorwindowb_rightdbl_0:door_interiorwindowb_rightdbl,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@door_interiorwindowb_rightdbl_2:door_interiorwindowb_rightdbl,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@door_interiorwindowb_rightdbl_0:root,"[7.54979013e-08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,7.54979013e-08,0.0,-4221.87402,863.350037,-2189.72363,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@doorframe_interiorhingeless_double_3:doorframe_interiorhingeless_double_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@doorframe_interiorhingeless_double_0:doorframe_interiorhingeless_double_low,,"[-1.0,-8.74227766e-08,-1.50995803e-07,0.0,-8.74227624e-08,1.0,-8.74227766e-08,0.0,1.50995817e-07,-8.74227624e-08,-1.0,0.0,2381.10059,1029.63025,2259.07666,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_e_3:clutchtime_ceilingpanel_e_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panels@clutchtime_ceilingpanel_e:clutchtime_ceilingpanel_e_low,,"[7.54979013e-08,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.54979013e-08,0.0,-2673.91846,1303.35718,0.000128744,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_94:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[-1.0,-8.74227766e-08,0.0,0.0,-8.74227766e-08,1.0,-8.74227766e-08,0.0,7.64274186e-15,-8.74227766e-08,-1.0,0.0,692.548035,1375.11304,2650.51196,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_11:lighting_suspendedtrack_metalb_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@mural_lights@lighting_suspendedtrack_metalb_19:lighting_suspendedtrack_metalb_low,,"[3.13916473e-07,0.0,1.0,0.0,-1.74512877e-07,1.0,5.47824657e-14,0.0,-1.0,-1.74512877e-07,3.13916473e-07,0.0,2021.32471,1490.65344,-623.507874,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_34:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,929.281311,1259.34619,2396.93481,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b:clutchtime_balcony_b_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_8:clutchtime_balcony_b_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.313323975,644.318787,-2346.14648,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_81:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,0.0,-1.50995803e-07,0.0,0.0,1.0,0.0,0.0,1.50995803e-07,0.0,-1.0,0.0,-753.353882,150.346558,2997.40527,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_119:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,0.0,-1.50995803e-07,0.0,0.0,1.0,0.0,0.0,1.50995803e-07,0.0,-1.0,0.0,-951.101685,1375.11304,2997.40527,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_105:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[-1.0,-8.74227766e-08,0.0,0.0,-8.74227766e-08,1.0,-8.74227766e-08,0.0,7.64274186e-15,-8.74227766e-08,-1.0,0.0,-697.675964,1375.11304,2650.51196,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_151:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-953.878479,1375.11304,-2869.0,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_41:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,799.952515,643.825256,2370.64673,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_14:clutchtime_balcony_b_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony@clutchtime_balcony_b_8:clutchtime_balcony_b_low,,"[-1.0,-1.50995803e-07,0.0,0.0,-1.50995803e-07,1.0,-1.50995803e-07,0.0,2.27997332e-14,-1.50995803e-07,-1.0,0.0,-799.952148,644.318787,2346.146,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@sign_exit_generic_0:sign_exit_generic,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@doors@sign_exit_generic_3:sign_exit_generic,,"[1.0,-8.74227766e-08,0.0,0.0,8.74227766e-08,1.0,8.74227908e-08,0.0,-7.64274271e-15,-8.74227908e-08,1.0,0.0,2684.7915,1339.63025,2256.63013,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_87:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,-670.416504,643.825256,-2396.93481,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_70:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,-0.328385592,643.825256,-2370.64673,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_e_5:clutchtime_ceilingpanellight_e_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@ceiling_panelslights@clutchtime_ceilingpanellight_e_4:clutchtime_ceilingpanellight_e_low,,"[1.94707184e-07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.94707184e-07,0.0,1146.1488,2601.18628,8.58306885e-05,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_34:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,204.853592,759.56488,-2650.51172,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_5:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,453.269867,150.346558,-2969.03101,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_76:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-902.283325,1375.11304,-2650.51172,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena@curtain100x20_arena_straight500c_103:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[-1.0,0.0,-1.50995803e-07,0.0,0.0,1.0,0.0,0.0,1.50995803e-07,0.0,-1.0,0.0,-457.190857,759.56488,2997.40527,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_41:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-337.347687,1375.11304,-2969.03101,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_36:chair_arenacrowd_seatbackcushion_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_chairs@chair_arenacrowd_seatbackcushion_85:chair_arenacrowd_seatbackcushion_low,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,597.579712,759.56488,-2650.51196,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_78:light_ceilinga_round_low,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@balcony_lights@light_ceilinga_round_85:light_ceilinga_round_low,,"[7.54979013e-08,-1.0,0.0,0.0,1.0,7.54979013e-08,0.0,0.0,0.0,0.0,1.0,0.0,-670.416504,1259.34619,-2396.93481,1.0]"
level.SCNE,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_147:curtain100x20_arena_straight500c,OBJECT,arena_clutchtime_int_master@arena_clutchtime_int_shared_layout@GameObjects@Prototype_arena_curtains_prototype@Prototype_arena_curtains_prototype_0@curtain100x20_arena_straight500c_8:curtain100x20_arena_straight500c,,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-953.878479,759.56488,-2869.0,1.0]"
